"Number";"Time_ms";"Accel x";"Accel y";"Accel z";"Gyro x";"Gyro y";"Gyro z";"Mag x";"Mag y";"Mag z";"crc"
284;18740;-46;164;2024;30;-75;-45;72;-1151;-2616;634;
294;19305;-83;206;2020;24;-78;-48;146;-2303;-4456;52219;
297;19473;-35;170;2022;25;-82;-49;165;-2313;-4435;62824;
304;19860;-32;163;2026;37;-76;-42;80;-1154;-2587;25783;
310;20186;-37;169;2029;23;-81;-47;78;-1151;-2592;16696;
315;20479;-62;178;2022;26;-77;-48;148;-2302;-4448;42736;
316;20543;-50;178;2018;25;-80;-48;157;-2319;-4451;17594;
325;21644;-51;177;2025;25;-80;-49;164;-2307;-4459;32193;
335;22214;-62;161;2028;24;-82;-49;146;-2315;-4452;50991;
342;22638;-54;180;2025;22;-78;-48;121;-2312;-4441;55025;
346;22854;-59;181;2024;25;-80;-48;75;-2315;-4372;4310;
355;23360;-58;157;2026;27;-84;-45;87;-1165;-2636;6568;
356;23429;-45;173;2022;24;-78;-46;173;-2265;-4457;31386;
366;23984;-96;184;2017;18;-76;-48;153;-2335;-4437;53525;
368;24109;-75;151;2027;34;-87;-47;67;-1154;-2629;30296;
377;24601;-97;174;2025;25;-67;-41;145;-2317;-4439;26319;
381;24826;-65;119;2025;19;-77;-48;56;-1166;-2638;15758;
387;25147;-57;179;2024;23;-81;-49;170;-2313;-4457;47572;
397;25709;-61;176;2014;23;-79;-45;69;-1164;-2625;50227;
408;26325;-77;151;2016;17;-76;-54;164;-2305;-4416;55135;
413;26603;-30;167;2024;25;-80;-43;29;-2288;-4453;16367;
429;28124;-49;177;2023;25;-79;-45;73;-1158;-2638;62238;
439;28694;-47;162;2021;21;-77;-50;83;-2311;-4361;14559;
449;29247;17;228;2034;25;-108;-60;55;-1154;-2640;526;
463;30025;146;57;2039;35;-64;5;76;-1161;-2606;28301;
470;30435;38;160;2025;17;-81;-40;74;-1163;-2625;46334;
471;30485;-107;159;2021;22;-75;-40;84;-1171;-2632;45600;
477;30825;-33;188;2012;22;-79;-46;79;-1149;-2645;17309;
480;30982;-76;170;2012;22;-74;-47;83;-1171;-2636;2348;
491;31595;-45;185;2022;26;-77;-45;181;-2285;-4401;42135;
501;32155;-60;158;2018;23;-80;-48;84;-1148;-2636;31904;
503;32285;-55;175;2021;24;-80;-50;159;-2304;-4390;53823;
511;32722;-70;161;2024;23;-79;-47;154;-1149;-2599;53684;
516;32991;-41;164;2023;24;-81;-47;82;-1160;-2631;19294;
522;33352;-43;174;2016;22;-80;-48;78;-1153;-2599;62449;
529;34373;-57;176;2024;25;-81;-47;83;-1150;-2576;29337;
532;34541;-57;179;2021;23;-80;-47;84;-1151;-2637;19292;
542;35091;-44;170;2019;22;-78;-49;135;-2310;-4451;15908;
543;35161;-65;165;2017;23;-78;-49;87;-2303;-4418;27645;
553;35694;-67;168;2023;23;-78;-48;173;-2307;-4386;47607;
561;36149;-49;167;2025;23;-75;-49;168;-1146;-2621;60181;
563;36251;-45;170;2022;23;-79;-46;76;-2296;-4371;57756;
568;36528;-58;180;2025;25;-81;-48;80;-1163;-2619;26239;
574;36878;-53;171;2034;23;-80;-48;73;-1164;-2658;10596;
584;37436;-49;168;2026;22;-77;-49;75;-1159;-2626;11002;
594;38008;-68;161;2026;23;-79;-48;162;-2307;-4436;11799;
605;38635;-64;176;2026;23;-79;-50;76;-1153;-2644;1645;
608;38795;-37;171;2024;25;-79;-50;176;-2312;-4417;29114;
615;39186;-68;159;2023;24;-83;-48;167;-2295;-4408;7637;
625;40364;-62;166;2013;22;-78;-48;76;-1156;-2646;36713;
632;40746;-61;166;2022;25;-82;-49;156;-2291;-4435;64415;
645;41468;-58;189;2024;24;-81;-48;83;-1173;-2632;59454;
646;41534;-53;173;2027;23;-78;-48;162;-2305;-4462;60213;
656;42093;-63;172;2026;23;-80;-48;175;-2318;-4421;56374;
658;42208;-59;173;2025;22;-77;-48;86;-1157;-2578;7253;
664;42544;-58;183;2021;21;-79;-49;90;-1153;-2654;24996;
667;42701;-59;165;2025;26;-82;-49;63;-1161;-2650;58810;
677;43297;-33;176;2020;24;-81;-50;84;-1156;-2650;15443;
690;44032;-53;173;2025;23;-78;-48;186;-1157;-2613;45716;
698;44466;-57;178;2024;22;-79;-48;184;-2321;-4454;45117;
703;44739;-58;165;2027;23;-78;-47;91;-1153;-2570;46341;
708;45029;-55;176;2023;24;-80;-48;83;-1156;-2646;7541;
719;45634;-69;159;2033;21;-78;-49;83;-1148;-2650;20698;
729;46796;-59;166;2027;22;-80;-48;82;-1156;-2624;38635;
739;47357;-48;174;2028;24;-80;-49;157;-2293;-4434;51309;
748;47863;-50;162;2024;23;-82;-48;85;-1153;-2642;831;
750;47966;-58;180;2028;23;-79;-47;157;-2313;-4427;58376;
760;48539;-42;164;2024;23;-80;-49;63;-1154;-2657;50112;
761;48588;-52;174;2020;24;-78;-48;85;-1158;-2651;59821;
770;49087;-59;175;2024;22;-77;-48;77;-1142;-2651;51488;
782;49824;-47;164;2022;23;-79;-49;80;-1156;-2649;646;
791;50306;-40;168;2018;24;-80;-49;77;-1144;-2642;6765;
793;50422;-53;177;2025;22;-81;-48;163;-2307;-4455;5413;
801;50858;-56;176;2024;24;-78;-49;156;-2303;-4464;56312;
806;51134;-53;179;2021;23;-80;-48;170;-2299;-4388;7602;
812;51472;-46;172;2028;23;-80;-48;91;-1145;-2594;22345;
822;52033;-57;177;2025;22;-78;-48;163;-2298;-4462;30191;
832;53201;-51;170;2027;28;-95;-54;70;-1158;-2632;13698;
843;53827;-42;157;2029;20;-76;-48;156;-2299;-4430;33396;
851;54280;-58;187;2024;23;-79;-48;91;-1153;-2636;40624;
853;54388;-48;165;2026;24;-83;-51;75;-1152;-2631;3492;
864;55009;-56;178;2025;24;-80;-49;180;-2296;-4451;5673;
874;55564;-34;176;2013;26;-81;-48;84;-1152;-2598;8783;
884;56140;-48;166;2025;22;-79;-46;18;-2283;-4459;49221;
895;56743;-86;175;2018;11;-75;-51;173;-2301;-4457;11701;
905;57281;-53;172;2019;23;-79;-49;91;-1163;-2640;18991;
922;58250;-59;175;2019;25;-79;-49;74;-1154;-2645;53937;
926;58466;-58;178;2023;23;-78;-48;182;-1156;-2623;28075;
935;59598;-62;173;2027;20;-75;-47;178;-2301;-4469;62906;
936;59657;-48;169;2022;26;-81;-48;182;-2296;-4390;61049;
946;60230;-65;153;2020;23;-80;-47;163;-2302;-4455;11362;
948;60334;-59;176;2019;23;-77;-49;94;-1146;-2600;34067;
954;60675;-55;177;2023;23;-80;-50;171;-2286;-4421;62352;
967;61381;-69;154;2023;22;-77;-46;179;-2306;-4433;49357;
980;62135;-47;185;2021;22;-77;-48;74;-1160;-2640;64132;
988;62584;-52;176;2024;20;-80;-50;64;-1150;-2632;38219;
998;63143;-66;166;2023;18;-77;-49;89;-1153;-2601;54260;
1008;63707;-58;181;2019;23;-79;-52;173;-2304;-4412;27407;
1018;64272;-29;175;2029;22;-77;-47;174;-2303;-4443;5580;
1019;64322;-59;171;2022;22;-79;-50;155;-2306;-4444;39825;
1028;64853;-51;181;2025;25;-81;-48;165;-2311;-4438;18165;
1038;66038;-49;198;2020;25;-77;-48;92;-1155;-2635;1702;
1049;66650;-44;207;2022;26;-82;-47;-11;-2323;-4447;20813;
1059;67185;-50;225;2021;40;-91;-48;69;-1159;-2666;46175;
1079;68308;-46;172;2020;22;-76;-50;165;-2306;-4439;17916;
1083;68545;-54;177;2024;25;-83;-51;87;-1157;-2598;12617;
1099;69442;-33;172;2020;19;-81;-48;179;-2312;-4404;24306;
1109;70005;-54;170;2021;22;-78;-48;176;-1148;-2594;17311;
1115;70356;-65;184;2022;20;-78;-49;160;-1155;-2615;38488;
1120;70619;-31;160;2022;24;-82;-49;148;-2314;-4471;38096;
1128;71074;-72;156;2021;24;-81;-48;90;-1151;-2647;57748;
1130;71183;-55;185;2025;21;-76;-49;92;-1150;-2605;48843;
1135;72062;-55;168;2020;22;-80;-48;164;-2312;-4413;606;
1140;72354;-52;169;2024;27;-82;-47;181;-1154;-2611;53284;
1141;72417;-57;195;2016;23;-78;-47;85;-1160;-2639;33202;
1154;73140;-51;187;2016;26;-78;-48;181;-2309;-4421;13477;
1160;73467;-47;171;2018;22;-80;-49;159;-2306;-4447;61433;
1170;74042;-48;165;2018;22;-83;-48;84;-1148;-2653;10227;
1180;74589;-68;158;2023;23;-81;-49;165;-2307;-4395;8746;
1181;74658;-55;171;2023;25;-80;-48;86;-1154;-2642;18833;
1191;75231;-47;171;2023;19;-73;-49;172;-2317;-4438;15671;
1199;75680;-48;161;2023;24;-81;-47;166;-2315;-4464;60079;
1211;76344;381;193;2295;107;-245;-1151;143;-1171;-2582;61670;
1220;76848;83;-28;1969;910;-1032;-3201;401;-833;-2637;39430;
1229;77350;524;-89;2369;-854;-923;-2159;-382;-1383;-4399;53240;
1239;78521;963;55;2622;-186;160;-787;-550;-953;-2388;31171;
1248;79062;73;97;1772;333;-658;-1523;-148;-961;-2634;35057;
1257;79548;724;-67;2254;-540;-1094;-1544;-303;-1173;-2538;17712;
1266;80051;772;-6;2331;-268;526;-446;-58;-2054;-4520;34218;
1270;80288;584;21;2272;-383;195;-1118;33;-919;-2655;50435;
1276;80633;537;-66;1990;257;-297;-103;21;-1726;-4565;32022;
1283;81025;606;-88;1826;27;-49;118;60;-859;-2691;15850;
1286;81191;699;-88;1945;-17;4;185;146;-1709;-4524;43228;
1296;81753;627;-85;1925;71;-145;-77;-5;-865;-2695;62434;
1302;82119;704;-60;1908;-50;25;-121;10;-1758;-4544;59114;
1307;82380;742;-89;1888;-39;-54;-127;5;-865;-2694;23491;
1315;82840;689;-56;1918;127;-117;-180;-9;-864;-2688;23031;
1326;83462;775;-38;1910;-170;205;-20;11;-868;-2698;11127;
1334;83890;704;-51;1893;123;-189;0;40;-1713;-4548;5528;
1337;84678;671;44;1930;-103;235;-182;-193;-1809;-4550;35420;
1346;85196;469;-35;2092;168;-387;-441;157;-1726;-4562;61824;
1356;85755;651;-115;1972;630;5;1810;-202;-2160;-4474;31925;
1366;86305;555;-1188;1415;-1952;-177;1060;-52;-601;-2652;10589;
1384;87312;108;-774;1765;125;-811;110;-300;-415;-2383;7294;
1386;87433;-52;-1062;1629;-154;-533;287;-333;-392;-2403;20115;
1399;88167;-140;-1218;1569;80;-226;90;-537;-293;-2288;25787;
1403;88400;394;-1198;1845;206;-124;-229;-315;-336;-2340;43681;
1405;88512;318;-771;1646;-212;8;-20;-626;-666;-3891;60551;
1421;89400;1144;-1591;319;-11;149;477;-1385;-1028;-2821;49200;
1431;89956;848;-1470;532;-156;-259;42;-1364;-965;-2853;31660;
1439;91022;1463;-415;1268;-274;-662;-256;-1512;-1505;-3446;54942;
1444;91290;1530;-1141;1076;212;-23;813;-1585;-734;-1936;36243;
1448;91533;1509;-793;966;447;55;-370;-785;-745;-2004;53109;
1457;92035;1617;-507;1501;16;107;-234;-1429;-1466;-3606;38019;
1458;92098;1543;-450;1460;-291;154;-378;-1421;-1488;-3653;42630;
1467;92597;1477;-675;1651;284;-106;578;-1486;-754;-2082;35182;
1476;93100;838;-372;1798;471;1253;110;-1149;-1259;-3909;41070;
1485;93616;1370;-996;1087;-851;-1463;-201;-732;-862;-2158;46046;
1494;94107;1134;-669;987;392;-14;53;-1560;-1608;-3351;33450;
1502;94571;1204;-552;902;-45;-349;-351;-801;-845;-1969;63049;
1503;94623;1337;-579;868;-48;-198;-158;-809;-854;-1910;57675;
1513;95178;353;-222;1621;878;1121;525;-352;-746;-2582;27226;
1522;95689;76;26;1535;-157;-541;-697;-325;-969;-2582;28252;
1532;96257;309;38;1384;-175;24;40;-379;-971;-2535;45266;
1542;97426;426;62;1790;72;-256;-160;-813;-1974;-4219;11010;
1560;98457;318;21;1672;120;-133;-26;-360;-942;-2540;47387;
1561;98513;420;4;1981;47;-160;-164;-706;-1894;-4318;57699;
1566;98794;291;135;2176;-26;162;105;-581;-1817;-4387;51262;
1571;99064;190;69;2144;439;-770;165;-337;-961;-2553;51869;
1581;99622;708;76;2229;199;342;201;-393;-956;-2488;34113;
1590;100127;505;59;2234;376;-579;-105;-401;-928;-2534;2509;
1592;100242;628;48;2834;387;-137;73;-891;-1938;-4240;42199;
1600;100692;620;77;2223;13;585;-11;-654;-1901;-4316;33821;
1609;101184;65;46;1796;400;-589;240;-329;-1807;-4274;3546;
1629;102353;79;14;1958;244;-367;-188;-333;-904;-2567;27369;
1631;102455;248;-51;2598;146;-376;-401;-661;-1848;-4330;25126;
1638;103293;238;-23;1511;-49;-375;-174;-526;-1857;-4382;10752;
1648;104000;281;-28;1716;115;-90;153;-333;-907;-2576;58559;
1650;104127;493;61;2470;-102;310;-35;-656;-1794;-4335;26920;
1657;104530;85;-9;1402;82;-153;8;-552;-1723;-4338;22901;
1658;104593;91;18;1760;203;-408;-15;-310;-874;-2593;51242;
1667;105088;273;-8;1562;60;44;219;-326;-870;-2582;24374;
1677;105634;-10;98;1448;35;-126;-56;-276;-890;-2613;17298;
1686;106132;293;-10;1799;184;-138;211;-349;-979;-2546;6148;
1696;106684;279;163;2031;-210;200;-294;-543;-1916;-4375;482;
1706;107289;289;92;1990;234;-116;431;-695;-1896;-4313;29041;
1721;108142;13;101;1787;54;-448;-226;-286;-952;-2571;55241;
1725;108361;376;69;2957;157;-377;348;-350;-975;-2514;10548;
1744;110028;348;170;2407;182;173;-243;-242;-956;-2624;41382;
1747;110184;285;129;2041;33;-274;-708;-473;-990;-2588;37736;
1753;110532;13;132;1783;120;-569;14;-741;-1987;-4362;5858;
1766;111265;492;200;2582;-193;-13;-1019;-249;-994;-2612;37107;
1772;111586;85;69;1386;-18;-186;-137;-518;-2010;-4371;53434;
1773;111656;34;73;1519;32;-259;-153;-552;-2010;-4373;58956;
1779;112015;426;115;2268;134;236;399;-359;-1053;-2550;204;
1782;112177;246;118;1533;21;93;298;-704;-2043;-4321;41144;
1791;112690;195;144;1603;-251;-83;-222;-257;-1008;-2590;64485;
1792;112748;89;128;1404;26;-73;99;-494;-2013;-4393;19661;
1801;113249;279;83;1674;84;-103;413;-335;-1027;-2584;9777;
1810;113764;270;289;1781;-217;-189;-675;-668;-1984;-4405;11817;
1820;114319;495;89;2242;68;225;156;-744;-2107;-4278;45057;
1829;114811;286;188;1541;202;-744;-105;-290;-1045;-2518;55867;
1837;115261;391;136;2587;159;-101;79;-674;-2081;-4306;42286;
1839;115363;435;53;2632;101;-394;190;-729;-1056;-2527;52177;
1848;116475;287;73;2575;369;-556;-118;-829;-2146;-4307;15190;
1867;117563;359;135;2391;88;-441;142;-715;-2210;-4240;42308;
1882;118407;234;114;1512;89;-301;-172;-590;-1972;-4350;54786;
1886;118627;393;233;2267;65;-265;-25;-709;-2032;-4324;25064;
1896;119192;555;136;2224;267;215;381;-693;-1973;-4306;63614;
1915;120251;365;119;1732;262;120;201;-722;-1990;-4258;45844;
1921;120581;368;297;1863;-386;-327;-622;-299;-1023;-2585;7163;
1933;121268;247;178;1466;9;513;276;-701;-1018;-2542;43247;
1934;121317;301;175;1586;8;306;-71;-331;-1012;-2576;16697;
1943;122441;363;149;1516;19;50;282;-702;-2035;-4258;58757;
1952;122934;223;204;1327;5;-426;-76;-635;-2009;-4329;48341;
1953;122999;185;187;1468;84;-372;-41;-655;-1016;-2526;19367;
1962;123534;331;106;1395;23;442;540;-382;-1032;-2525;37659;
1971;124017;378;162;1542;-116;-553;-298;-299;-1000;-2595;15045;
1979;124464;631;213;2648;41;14;209;-486;-1042;-2470;58146;
1980;124527;568;120;2347;211;350;300;-449;-1035;-2489;26085;
1990;125080;327;281;2219;23;-121;282;-597;-1955;-4317;29403;
1999;125589;659;223;2419;-7;-89;33;-459;-1025;-2470;32073;
2009;126143;437;252;2124;-207;-476;-876;-559;-2055;-4361;50819;
2018;126655;530;119;2583;282;-649;-150;-384;-1088;-2515;5963;
2024;126997;430;137;1542;354;261;553;-431;-2193;-4162;59979;
2028;127240;562;208;2824;-423;584;-1086;-582;-2189;-4311;43538;
2043;128301;558;165;2502;75;429;-109;-366;-1029;-2561;9821;
2046;128853;322;62;2351;31;-225;98;-810;-1926;-4337;29968;
2056;129409;661;148;2432;74;464;-58;-693;-2112;-4292;41116;
2065;129935;323;156;2024;140;-539;9;-332;-1033;-2566;35222;
2069;130150;665;148;2260;43;190;321;-389;-1021;-2537;8118;
2075;130474;433;-44;1789;164;64;413;-674;-2039;-4314;33054;
2094;131560;339;-28;1746;6;-48;-266;-730;-2054;-4288;34746;
2095;131611;485;-50;1731;247;-168;93;-729;-2084;-4260;18271;
2108;132324;572;84;2632;421;-764;-299;-689;-2024;-4325;33375;
2113;132603;358;51;1374;34;-100;-24;-742;-2136;-4271;33350;
2122;133110;423;261;2005;-367;-30;18;-591;-2133;-4352;36020;
2131;133638;617;141;2405;-94;484;-114;-419;-1042;-2469;2312;
2140;134134;325;178;1812;-7;-512;-447;-296;-1040;-2566;16134;
2141;134183;433;291;1948;-281;20;-146;-310;-1034;-2530;9684;
2150;135288;609;180;2288;-576;337;-905;-578;-2187;-4349;55068;
2160;135873;666;169;2363;231;4;-4;-767;-1041;-2482;12657;
2169;136389;657;289;2218;-480;170;-666;-666;-2152;-4310;17147;
2179;136950;454;100;2260;5;-212;-151;-776;-2011;-2469;58470;
2188;137437;569;262;2523;-158;7;-544;-369;-1095;-2524;16;
2198;137998;563;328;2583;75;-72;160;-830;-2172;-4154;61239;
2204;138335;384;148;1451;37;333;522;-393;-2184;-4188;48327;
2207;138490;558;92;1782;163;215;-29;-362;-1090;-2525;39742;
2216;139009;230;103;1525;131;-392;90;-345;-1002;-2555;7095;
2226;139593;399;43;1656;85;-9;-60;-339;-1004;-2565;62232;
2230;139839;355;139;2126;-112;-131;-595;-532;-2039;-4387;31110;
2235;140103;171;149;1359;69;-288;244;-572;-1935;-4351;32849;
2243;140542;488;32;1823;726;-75;1205;-882;-1977;-4166;28526;
2262;142307;225;204;1382;-200;-261;-428;-657;-1964;-4318;11579;
2263;142371;150;183;1564;1;-307;-274;-671;-1970;-4272;21471;
2276;143104;719;135;2437;44;338;13;-582;-2007;-4298;20058;
2281;143418;235;171;1601;-31;-161;-143;-282;-1015;-2592;59067;
2286;143685;466;211;2326;349;-113;304;-712;-2122;-4248;24009;
2290;143900;631;194;2386;-142;302;-214;-396;-1113;-2511;64096;
2300;144495;399;222;2058;-124;-13;-202;-258;-2187;-4275;60093;
2302;144616;277;204;1604;-109;-141;-305;-510;-2177;-4304;60433;
2309;145004;448;162;2304;-3;-427;-84;-702;-2242;-4191;34725;
2318;145504;636;207;2500;-72;256;-181;-602;-2148;-4315;44891;
2328;146074;315;130;2417;182;-554;-128;-650;-1020;-2543;9984;
2334;146404;274;134;1389;-50;-33;233;-368;-1064;-2511;62068;
2337;146573;658;178;2182;214;298;76;-339;-1073;-2524;30630;
2346;147060;125;144;1518;120;-136;358;-503;-1989;-4371;25265;
2356;148223;217;152;1621;14;-124;90;-543;-2073;-4364;43655;
2365;148735;249;105;1320;-102;69;-91;-669;-1068;-2542;24229;
2384;149831;276;66;1496;182;150;303;-667;-2153;-4293;25396;
2392;150263;423;243;2092;-257;-98;-259;-245;-1083;-2563;31646;
2394;150384;284;205;1600;-134;-98;135;-257;-1047;-2593;36802;
2403;150880;609;149;2331;11;321;-49;-380;-1072;-2484;7665;
2405;150992;378;95;1391;-104;-16;48;-728;-2155;-4256;38076;
2413;151439;409;229;2254;-519;12;-359;-543;-2108;-4366;38625;
2422;151920;349;123;2280;183;-256;-419;-324;-1046;-2526;49240;
2424;152042;541;41;2490;272;-47;-260;-333;-1079;-2552;7112;
2431;152451;378;73;2544;-100;-4;-816;-241;-1078;-2598;32360;
2441;152997;316;177;2272;371;-293;391;-304;-1046;-2505;48088;
2450;154116;354;154;1974;462;-568;576;-660;-2139;-4236;57708;
2460;154688;572;66;1874;218;-29;118;-327;-1052;-2552;56407;
2469;155194;165;100;1624;222;-364;-3;-304;-1039;-2567;24496;
2488;156251;220;158;1470;-14;-234;-162;-580;-2029;-4299;63912;
2507;157313;240;212;1301;-198;-297;-198;-268;-988;-2586;58337;
2508;157375;203;223;1500;-21;-160;-76;-255;-1937;-4346;39211;
2516;157816;284;62;1755;-87;13;-347;-525;-2134;-4314;60113;
2521;158080;481;-11;1993;529;-382;162;-580;-2261;-4310;13695;
2526;158371;467;206;2240;-463;128;-67;-574;-2251;-4278;59928;
2527;158455;282;176;1546;-309;-127;428;-597;-2158;-4350;19793;
2535;158916;655;90;2432;152;397;127;-736;-2033;-4245;39256;
2544;159415;326;124;2099;-3;-472;-903;-171;-1035;-2647;30756;
2553;160531;341;-497;2497;-512;223;-842;-205;-886;-2590;14787;
2554;160580;383;-536;2469;-529;49;-578;-198;-1723;-4377;13793;
2563;161093;874;-1271;1723;-170;-675;96;-931;-1018;-4102;3443;
2566;161249;628;-999;1311;458;-309;143;-896;-1085;-4054;55981;
2581;162110;62;-212;2906;2210;477;1771;-417;-1655;-4390;40435;
2592;162719;576;120;2524;-68;40;-279;-286;-987;-2601;42183;
2600;163177;396;171;2039;843;-327;755;-414;-1000;-2513;11574;
2619;164266;52;-124;1694;332;-584;-319;-344;-899;-2591;49913;
2624;164557;449;11;2506;200;-250;332;-405;-985;-2525;37230;
2638;165344;183;41;1419;97;-161;-48;-291;-914;-2584;2560;
2648;165904;259;-60;1497;90;53;199;-698;-2002;-4317;19571;
2656;166949;328;34;1204;-18;-132;-23;-386;-954;-2516;47533;
2657;167012;315;28;1278;33;141;375;-361;-947;-2560;36969;
2667;167563;229;-8;1335;90;-186;-173;-668;-1931;-4336;59151;
2677;168129;379;44;1306;-89;145;490;-661;-1800;-4360;59003;
2682;168408;533;72;2586;-42;11;-636;-561;-1802;-4391;43049;
2688;168769;102;-12;1437;12;-224;193;-624;-1790;-4343;9424;
2696;169205;407;-93;2306;324;-126;392;-743;-1775;-4278;14599;
2708;169877;243;21;1563;-133;-174;-197;-343;-814;-2585;46074;
2714;170213;330;-122;2535;123;-390;-198;-748;-1690;-4240;33374;
2715;170263;374;-152;2363;46;-533;-168;-781;-857;-2522;36505;
2724;170762;504;5;2505;-73;184;-466;-298;-838;-2581;56834;
2727;170927;305;93;2330;-280;-7;-101;-566;-1661;-4341;39426;
2743;171843;522;-28;2154;145;182;-20;-693;-1710;-4318;17640;
2753;172986;521;-18;2100;264;101;14;-343;-911;-2575;13695;
2762;173501;95;-6;1755;155;-347;150;-681;-1791;-4347;10520;
2772;174080;463;-26;1602;137;117;184;-720;-1694;-4312;54611;
2781;174571;131;-74;1304;106;-395;142;-387;-867;-2556;8051;
2791;175161;409;121;1297;-131;-113;94;-753;-1605;-4245;26981;
2810;176217;426;-50;1557;176;22;183;-447;-857;-2524;16302;
2817;176604;452;-29;2078;-50;-176;-886;-353;-859;-2571;36224;
2820;176778;250;90;1525;-214;-341;-485;-735;-1692;-4314;32875;
2839;177863;440;218;1820;-328;-181;-292;-335;-847;-2581;37059;
2843;178083;144;59;1876;195;-504;116;-389;-823;-2505;24292;
2848;178353;645;55;2669;134;77;97;-963;-1701;-4183;42855;
2856;179409;527;46;2385;187;-490;-14;-497;-905;-2473;29202;
2858;179519;705;63;2504;130;115;-204;-503;-916;-2473;9699;
2869;180141;379;199;1488;-363;-130;-273;-693;-1668;-4267;13417;
2875;180478;586;20;2602;382;-491;-130;-433;-864;-2511;42749;
2887;181151;501;162;2060;-416;-490;-308;-704;-1735;-4293;58591;
2906;182216;395;-56;2292;-90;-214;-905;-554;-871;-2576;25154;
2914;182677;279;25;2342;153;-384;70;-385;-870;-2538;32443;
2925;183286;643;91;2730;-4;207;-618;-283;-837;-2559;20700;
2934;183800;318;85;2301;0;-344;-241;-749;-1741;-4296;52250;
2944;184359;749;67;2482;87;513;127;-390;-933;-2549;39411;
2959;185824;549;-194;1657;757;358;598;-411;-832;-2529;65037;
2962;185979;263;-129;1579;700;-152;520;-772;-1768;-4245;64005;
2972;186537;383;-12;1528;-26;18;416;-404;-891;-2526;15858;
2978;186880;471;63;2031;-192;68;-159;-347;-866;-2518;40633;
2981;187045;233;-18;1465;-240;14;-513;-348;-834;-2555;8363;
3000;188124;44;217;1753;-725;126;-226;-234;-754;-2627;15309;
3017;189073;571;78;2706;221;-123;-205;-700;-1766;-4302;50060;
3019;189188;371;27;2036;153;-200;236;-425;-924;-2547;827;
3029;189745;685;47;2347;72;260;448;-455;-925;-2497;42955;
3030;189812;548;43;2064;27;466;440;-867;-1816;-4261;14152;
3038;190259;402;-40;2199;54;-126;-677;-660;-1735;-4344;7861;
3043;190539;198;-25;1440;170;-254;173;-677;-1752;-4340;45934;
3046;191460;335;158;2014;-19;208;401;-642;-1744;-4330;12310;
3066;193217;348;-35;1707;95;115;275;-353;-872;-2547;19817;
